titulo,empresa,modalidad,tipo_horario_norm,categoria,nivel_seniority,es_ti,es_remoto,largo_descripcion
soporte informático,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,34
soporte informático,soporte informático,Presencial,Full time,Otros,No especificado,True,False,116
soporte informático,visa boards,Presencial,Full time,Otros,No especificado,True,False,78
soporte operativo junior,no especificada,Remoto,Full time,Otros,Junior,True,True,24
soporte sap,soporte sap,Presencial,Full time,Otros,No especificado,True,False,103
soporte ti / certificación itil 4,soporte ti / certificación itil 4,Remoto,Full time,TI General,No especificado,True,True,146
soporte ti / conocimientos redes / ingles intermedio,soporte ti / conocimientos redes / ingles intermedio,Presencial,Full time,TI General,No especificado,True,False,153
soporte ti en terreno – tarapacá,no especificada,Presencial,Full time,TI General,No especificado,True,False,24
soporte ti inglés intermedio,soporte ti inglés intermedio,Presencial,Full time,TI General,No especificado,True,False,151
soporte ti y desarrollo informático – presencial,confidencial,Presencial,Full time,TI General,No especificado,True,False,151
soporte ti – área informática,soporte ti – área informática,Presencial,Full time,TI General,No especificado,True,False,115
soporte ti,soporte ti,Presencial,Full time,TI General,No especificado,True,False,124
soporte tecnico informático,reliper s.a,Presencial,Full time,Otros,No especificado,True,False,106
soporte técnico informático ($580.000 líquidos + (santiago),vector servicios y asesorías,Presencial,Full time,Otros,No especificado,True,False,153
soporte técnico informático ($612.000 líquidos + beneficio de alimentación),soporte técnico informático ($612.000 líquidos + beneficio de alimentación),Presencial,Full time,Otros,No especificado,True,False,153
soporte técnico informático ($612.000 líquidos + beneficio de alimentación),vector servicios y asesorias spa,Presencial,Full time,Otros,No especificado,True,False,153
soporte técnico informático / antofagasta,soporte técnico informático / antofagasta,Presencial,Full time,Otros,No especificado,True,False,150
soporte técnico informático providencia,atcom,Presencial,Full time,Otros,No especificado,True,False,118
soporte técnico informático titulado,soporte técnico informático titulado,Presencial,Full time,TI General,No especificado,True,False,133
soporte técnico informático con licencia clase b ($710.000 líquido),soporte técnico informático con licencia clase b ($710.000 líquido),Presencial,Full time,Data / BI,No especificado,True,False,153
soporte técnico informático en terreno,soporte técnico informático en terreno,Presencial,Full time,Otros,No especificado,True,False,122
soporte técnico informático: crecimiento y capacitación,vector servicios y asesorías,Presencial,Full time,Otros,No especificado,True,False,153
"soporte técnico informático: diagnóstico, so y migración",vector servicios y asesorias spa,Presencial,Full time,Otros,No especificado,True,False,153
soporte técnico informático,soporte técnico informático,Presencial,Full time,Otros,No especificado,True,False,115
soporte técnico nivel 2 – e-commerce/marketplace,no especificada,Híbrido,Full time,Otros,No especificado,True,False,24
soporte técnico nivel 2,no especificada,Híbrido,Full time,Otros,No especificado,True,False,24
soporte técnico ti,"animall, santiago",Presencial,Full time,TI General,No especificado,True,False,87
soporte técnico terreno las condes,no especificada,Presencial,Full time,Otros,No especificado,True,False,24
soporte técnico terreno – presencial (las condes),soporte técnico terreno – presencial (las condes),Presencial,Full time,Otros,No especificado,True,False,145
soporte técnico terreno,no especificada,Presencial,Full time,Otros,No especificado,True,False,24
soporte técnico – informático,avos tech | chile,Presencial,Full time,Otros,No especificado,True,False,110
soporte técnico – informático,soporte técnico – informático,Presencial,Full time,Otros,No especificado,True,False,95
soporte de aplicaciones 24/7 turnos,soporte de aplicaciones 24/7 turnos,Presencial,Full time,Otros,No especificado,True,False,129
soporte de informática interna - windows y linux,sonda,Presencial,Full time,Otros,Junior,True,False,136
soporte de informática interna - windows y linux,sondarh consultoria,Presencial,Full time,Otros,Junior,True,False,150
soporte en campo - técnico informático,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,34
soporte informático / supermercado puerto montt,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,34
sr qa funcional – crm customer service,no especificada,Híbrido,Full time,QA / Testing,No especificado,True,False,24
staff auditoría,kpmg chile,Híbrido,Full time,Otros,No especificado,False,False,200
strategic account manager,no especificada,Híbrido,Full time,Otros,No especificado,False,False,24
student marketeer (la serena),red bull,Presencial,Full time,Otros,No especificado,False,False,115
student marketeer - uls (la serena),red bull,Presencial,Full time,Otros,No especificado,False,False,127
student marketeer - uls,red bull,Presencial,Full time,Otros,No especificado,False,False,103
sub gerente mantenimiento,anilinas h.t. s.a.,Presencial,Otro,Otros,No especificado,False,False,129
sub jefe/a de local,"black chicken, santiago",Presencial,Full time,Otros,Senior,False,False,102
"subdirector(a) de recursos financieros – región de o'higgins published 1 day, 23 hours.",junji,Presencial,Full time,Otros,No especificado,True,False,153
subdirector(a) de gestión y desarrollo de personas 5º (providencia),corfo,Presencial,Full time,Otros,No especificado,True,False,153
subdirector(a) de recursos financieros - región de coquimbo (la serena),junta nacional de jardines infantiles,Presencial,Full time,Otros,No especificado,True,False,153
subgerente trainee rincón jumbo - región metropolitana,jumbo,Presencial,Otro,Otros,Junior,False,False,148
subgerente de administración y finanzas (antofagasta),importante empresa importadora,Presencial,Full time,Otros,No especificado,False,False,153
subgerente de administración y finanzas (santiago),renee,Presencial,Full time,Otros,No especificado,False,False,137
subgerente de administración y finanzas - región de ñuble,hrgrowin,Presencial,Otro,Otros,No especificado,False,False,130
subgerente de administración y finanzas – las condes,subgerente de administración y finanzas – las condes,Presencial,Full time,Otros,No especificado,False,False,146
subgerente de administración y finanzas,hrgrowin,Presencial,Full time,Otros,No especificado,False,False,112
subgerente de administración y finanzas,renee,Presencial,Full time,Otros,No especificado,False,False,115
subgerente de finanzas,clínica bupa santiago,Presencial,Otro,Otros,No especificado,False,False,147
subgerente de finanzas,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,31
subgerente de gestión de personas (la serena),fibra,Presencial,Full time,Otros,No especificado,False,False,144
subgerente de gestión de personas - habita inmobiliaria y constructora (la serena),fibra,Presencial,Full time,Data / BI,No especificado,False,False,153
"subgerente de ingeniería, santiago (cód.2369)",empresa destacada,Presencial,Full time,Otros,No especificado,False,False,33
subgerente de tecnología,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,33
subgerente de operaciones - seguridad,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,32
subgerente de tienda kfc / melipilla,subgerente de tienda kfc / melipilla,Presencial,Full time,TI General,No especificado,False,False,98
superuser,sgs,Presencial,Full time,Otros,No especificado,False,False,70
supervisor (noche) pudahuel 800.000,supervisor (noche) pudahuel 800.000,Presencial,Full time,Otros,No especificado,False,False,146
supervisor (pudahuel) 800.000 turno am,supervisor (pudahuel) 800.000 turno am,Presencial,Full time,Otros,No especificado,False,False,132
supervisor (pudahuel) 800.000 solo para jornada nocturna,supervisor (pudahuel) 800.000 solo para jornada nocturna,Presencial,Full time,Otros,No especificado,False,False,150
supervisor (pudahuel) 800.000,supervisor (pudahuel) 800.000,Presencial,Full time,Otros,No especificado,False,False,123
supervisor (a) banco de sangre,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,28
supervisor (a) de calidad de la educación basada en simulación,empresa destacada,Presencial,Full time,QA / Testing,No especificado,False,False,32
supervisor administración flota,blue express,Presencial,Full time,Otros,No especificado,False,False,106
supervisor cobertura kas en ruta - marca de (la serena),tawa,Presencial,Full time,Otros,No especificado,False,False,153
supervisor eléctrico y encargado equipamiento y sistemas (la serena),empresa confidencial,Presencial,Otro,TI General,No especificado,True,False,158
supervisor logístico / turno noche / enea pudahuel,empresa confidencial,Presencial,Otro,Otros,No especificado,False,False,189
supervisor logístico,supervisor logístico,Presencial,Full time,Otros,No especificado,False,False,61
supervisor movimiento de tierra y maquinaria (coquimbo),guiñez ingenieria ltda,Presencial,Otro,Data / BI,No especificado,False,False,148
supervisor muestrera (coquimbo),guiñez ingenieria ltda,Presencial,Otro,Otros,No especificado,False,False,126
supervisor producción y mantención,"planta de suplementos quilicura, santiago",Presencial,Full time,Otros,No especificado,False,False,118
supervisor reponedores,"rplus, santiago",Presencial,Full time,Otros,No especificado,False,False,91
supervisor retail tecnología - ruta talca / curicó,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,33
supervisor ruta/ iv región (la serena),ecrgroup®️.,Presencial,Full time,Otros,No especificado,False,False,136
supervisor de aseo y jardines — gestión y desarrollo,sodexo,Presencial,Full time,Otros,No especificado,False,False,153
supervisor de cafetería,supervisor de cafetería,Presencial,Full time,Otros,No especificado,False,False,118
supervisor de caja,supervisor de caja,Presencial,Full time,Otros,No especificado,False,False,113
supervisor de comisionamiento / pruebas scada,bureau veritas chile s.a,Presencial,Otro,Otros,No especificado,False,False,148
supervisor de inspección en terreno rysfr-06,cyd ingeniería ltda.,Presencial,Otro,Otros,No especificado,False,False,148
supervisor de logística de frigorífico -…,"confidencial, puerto natales",Presencial,Full time,Otros,No especificado,False,False,110
supervisor de mantención (la calera),grafton recruitment chile,Presencial,Full time,Otros,No especificado,False,False,146
supervisor de mantenimiento industrial,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,36
supervisor de operaciones carguío y transporte,team work recursos humanos ltda.,Presencial,Otro,Otros,No especificado,False,False,172
supervisor de operaciones logisticas,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,32
supervisor de operaciones logísticas,supervisor de operaciones logísticas,Presencial,Full time,Otros,No especificado,False,False,77
supervisor de operaciones,"transportes por carretera, antofagasta",Presencial,Full time,Otros,No especificado,False,False,102
supervisor de operaciones,"transportes por carretera, puerto montt",Presencial,Full time,Otros,No especificado,False,False,102
supervisor de producción,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,33
supervisor de proyectos (coquimbo),guiñez ingenieria ltda,Presencial,Otro,Otros,No especificado,False,False,130
supervisor de proyectos l033,cyd ingeniería ltda.,Presencial,Otro,Otros,No especificado,False,False,117
supervisor de ruta: impulsa ventas y exhibiciones,ecrgroup®️.,Presencial,Full time,Ventas / Comercial,No especificado,False,False,151
supervisor de seguridad para planta industrial,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,32
supervisor de sondajes (coquimbo),guiñez ingenieria ltda,Presencial,Otro,Otros,No especificado,False,False,125
supervisor de sondajes senior (coquimbo),guiñez ingenieria ltda,Presencial,Otro,Otros,Senior,False,False,131
supervisor de terreno,supervisor de terreno,Presencial,Full time,Otros,No especificado,False,False,124
supervisor de transporte (reemplazo) - san pedro de atacama,empresa destacada,Remoto,Full time,Otros,No especificado,False,True,33
supervisor de transportes - empresa hormigón…,"unacem chile, santiago",Presencial,Full time,Otros,No especificado,False,False,93
supervisor de tratamiento químico,"volta, chillán",Presencial,Full time,Otros,No especificado,False,False,92
supervisor de ventas seguros de vida y salud,empresa destacada,Presencial,Full time,Salud,No especificado,True,False,28
supervisor de ventas en terreno,empresa destacada,Presencial,Full time,Ventas / Comercial,No especificado,False,False,29
supervisor de ventas y servicio en casino,newrest chile,Presencial,Full time,Ventas / Comercial,No especificado,False,False,137
supervisor de ventas,"confidencial, santiago",Presencial,Full time,Ventas / Comercial,No especificado,False,False,91
supervisor de limpieza,supervisor de limpieza,Presencial,Full time,Otros,No especificado,False,False,153
supervisor de supermercado,ecr group,Presencial,Full time,Otros,No especificado,False,False,110
supervisor área financiera colina,empresa confidencial,Presencial,Otro,Otros,No especificado,False,False,127
supervisor – servicio de administración y operación bodega minería,supervisor – servicio de administración y operación bodega minería,Presencial,Full time,Otros,No especificado,False,False,137
supervisor(a) administración de servicios,diperk chile | distribuidora perkins chilena s.a.c.,Presencial,Full time,Otros,No especificado,False,False,153
supervisor(a) administración de servicios,distribuidora perkins chilena s.a.c.,Presencial,Full time,Otros,No especificado,False,False,150
supervisor(a) kross bar - vitacura/providencia,"kross bar, santiago",Presencial,Full time,Otros,No especificado,False,False,84
supervisor(a) servicios generales - redsalud vitacura,clínica redsalud vitacura,Presencial,Otro,Salud,No especificado,True,False,171
supervisor(a) de aseo y jardines,sodexo chile,Presencial,Full time,Otros,No especificado,False,False,125
supervisor(a) de casino - minería,sodexo,Presencial,Otro,Otros,No especificado,False,False,122
supervisor(a) de planificación financiera,kinross gold corporation,Presencial,Full time,Otros,No especificado,False,False,151
supervisor(a) hoteleria,supervisor(a) hoteleria,Presencial,Full time,Otros,No especificado,False,False,150
supervisor/a de administración y existencias - la unión,fashion's park,Presencial,Full time,Otros,No especificado,False,False,153
supervisor/a asesores vida,confuturo,Presencial,Otro,Otros,No especificado,False,False,135
supervisor/a atención cliente presencial - puente alto,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,42
supervisor/a atención a cliente - huechuraba,empresa destacada,Remoto,Full time,Otros,No especificado,False,True,42
supervisor/a logística turno pm,cdo servicios empresariales,Presencial,Otro,Otros,No especificado,False,False,225
supervisor/a logística turno pm,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,32
supervisor/a de arriendo y administración inmobiliaria,supervisor/a de arriendo y administración inmobiliaria,Presencial,Full time,Otros,No especificado,False,False,117
supervisor/a de seguridad (los ángeles),empresa destacada,Presencial,Full time,Otros,No especificado,True,False,32
supervisor/a de seguridad ripley la calera,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,32
supervisor/a de seguridad,supervisor/a de seguridad,Presencial,Full time,Otros,No especificado,True,False,120
supervisor/a de terreno - coquimbo,empresa confidencial,Presencial,Otro,Otros,No especificado,False,False,133
supervisor/a de transporte - san bernardo,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,33
supervisor,empresa confidencial,Presencial,Otro,Otros,No especificado,False,False,112
support specialist,no especificada,Presencial,Full time,Otros,No especificado,False,False,24
tecnico electrico de mantenimiento,"empresa ing.electrica, santiago",Presencial,Full time,Otros,No especificado,True,False,93
tecnico electronico y/o informatico egresado,imssolution,Presencial,Full time,TI General,No especificado,True,False,134
"tecnico, en administración de bodega",empresas de ascensores sla,Presencial,Full time,Otros,No especificado,True,False,130
tecnico/auxiliar de farmacia,"triodo spa, santiago",Presencial,Full time,Salud,No especificado,True,False,91
tens administrativo / empresa salud ocupacional…,"workmed, santiago",Presencial,Full time,Salud,No especificado,False,False,77
tesorero/a (administración & finanzas),"grupo ps, santiago",Presencial,Full time,Otros,No especificado,False,False,97
trabajo remoto para personal de salud/ ventas,empresa destacada,Remoto,Part time,Salud,No especificado,False,True,28
team leader (lider de equipo) decathlon la serena,¡únete al equipo decathlon!,Presencial,Full time,Otros,Senior,False,False,153
team leader seguros de vida y salud,empresa destacada,Presencial,Full time,Salud,Senior,True,False,28
team player omnicomerciante - experiencia cliente - decathlon la serena 35hrs,¡únete al equipo decathlon!,Presencial,Full time,Data / BI,No especificado,False,False,153
tech lead full-stack,no especificada,Remoto,Full time,Otros,Senior,False,True,24
tech lead integrations,no especificada,Remoto,Full time,Otros,Senior,False,True,24
tech manager,no especificada,Híbrido,Full time,Otros,No especificado,False,False,24
technical program manager,no especificada,Remoto,Full time,Otros,No especificado,True,True,24
tecnico agente mesa de ayuda ( técnico informático n1),os group,Presencial,Full time,Otros,No especificado,True,False,151
tecnico on-site,"fcom spa, talca",Presencial,Full time,Otros,No especificado,True,False,93
tecnico de mantenimiento - santiago,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,36
tecnico en contabilidad (calama),empresa destacada,Presencial,Full time,Otros,No especificado,True,False,35
tecnico en administración de empresas o rrhh / asistente de operaciones,tecnico en administración de empresas o rrhh / asistente de operaciones,Presencial,Full time,Recursos Humanos,No especificado,True,False,153
tecnico informatico en terreno,tecnico informatico en terreno,Presencial,Full time,TI General,No especificado,True,False,118
tecnico/a en soporte informatico,wood,Presencial,Full time,TI General,No especificado,True,False,103
tecnicos en programacion informatica,confidencial,Presencial,Full time,TI General,No especificado,True,False,119
tecnico,tecnico,Presencial,Full time,Otros,No especificado,True,False,99
tecnico,"trimex spa, rancagua",Presencial,Full time,Otros,No especificado,True,False,87
tecnóloga en informática biomédica,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,34
tens anestesia-redsalud santiago,clínica redsalud santiago,Presencial,Otro,Salud,No especificado,True,False,155
tens endoscopia,clínica hospital del profesor,Presencial,Otro,Otros,No especificado,False,False,145
tens farmacia 4° turno reemplazo,instituto de neurocirugía,Presencial,Otro,Data / BI,No especificado,False,False,152
tens pabellonero/a- redsalud santiago,clínica redsalud santiago,Presencial,Otro,Salud,No especificado,True,False,160
tens pabellón - ist viña del mar,instituto de seguridad del trabajo,Presencial,Otro,Otros,No especificado,False,False,155
tesorero,colaboral,Presencial,Full time,Otros,No especificado,False,False,76
tesorero,finden,Presencial,Full time,Otros,No especificado,False,False,73
"técnicos soporte ti trabajo en la serena, coquimbo. por proyecto",multinacional de servicios en ti,Presencial,Full time,TI General,No especificado,True,False,153
topógrafo - obra en construcción,renee rpo asistido para grupo euro,Presencial,Otro,Otros,No especificado,False,False,166
trabaja desde nuestra casa matriz - ejecutivos de venta de seguros,empresa destacada,Presencial,Full time,Ventas / Comercial,No especificado,True,False,30
trabaja para banco estado - ejecutivos de venta de seguros,empresa destacada,Presencial,Full time,Ventas / Comercial,No especificado,True,False,30
trabajadores (as) / ejecutivos del area de ventas y comercialización,arrendadora de vehículos s.a.,Presencial,Full time,Ventas / Comercial,No especificado,False,False,153
trade marketing multimarca,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,32
trade marketing,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,32
trade support & process automation - jr analyst (plazo fijo),michael page,Presencial,Full time,Otros,No especificado,False,False,153
trading consultant,murex chile,Híbrido,Full time,Otros,No especificado,False,False,24
tutor/profesor particular,"tutor doctor calama, calama",Presencial,Full time,Educacion,No especificado,False,False,100
técnica/o electricista (faena región de copiapó),empresa confidencial,Presencial,Otro,Otros,No especificado,False,False,145
técnico (a) veterinario (a) / colina,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,34
técnico (a) veterinario (a) / concepción,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,34
técnico (a) veterinario (a) / santiago,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,34
técnico administración rrhh (vitacura),servicios aeroportuarios,Presencial,Full time,Recursos Humanos,No especificado,False,False,132
técnico administrativo - experiencia en obras…,"ingenet ltda, santiago",Presencial,Full time,Data / BI,No especificado,False,False,103
técnico alimentación / gastronomía o auxiliar dietética 4to turno,clínica dávila y servicios médicos s.a,Presencial,Otro,Otros,No especificado,False,False,202
técnico construcción fibra optica - concepción-22893,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,35
"técnico data center - informático, soporte ti, telecomunicaciones, conectividad y redes",laborum selecta,Presencial,Full time,Data / BI,No especificado,True,False,153
técnico electromecánico – buses y camiones…,"empresa de buses y.., antofagasta",Presencial,Full time,Otros,No especificado,False,False,107
técnico electromecánico – buses y camiones…,"empresa de buses y.., calama",Presencial,Full time,Otros,No especificado,False,False,107
técnico enfermería pabellón - clínica san carlos,uc christus salud,Presencial,Otro,Otros,No especificado,False,False,163
"técnico enfermería urgencias, reemplazo - clínica san carlos",uc christus salud,Presencial,Otro,Otros,No especificado,False,False,175
técnico especialista - mecanica,"empresa de servicio a.., antofagasta",Presencial,Full time,Otros,No especificado,False,False,128
técnico impresoras y multifuncionales,opciones s.a.,Presencial,Full time,Otros,No especificado,False,False,134
técnico informatico junior,técnico informatico junior,Presencial,Full time,TI General,Junior,True,False,137
técnico informático (ti) - las condes (santiago),sin nombre,Presencial,Full time,Otros,No especificado,True,False,145
técnico informático soporte sap b1 | presencial las condes,sin nombre,Presencial,Full time,Otros,No especificado,True,False,153
técnico informático trazabilidad (rancagua),unitec,Presencial,Full time,Otros,No especificado,True,False,129
técnico informático trazabilidad - rancagua (vi región),unitec,Presencial,Full time,Otros,No especificado,True,False,153
"técnico informático en programación, análisis, desarrollo y administración de sistemas (quilicura)",mam pro,Presencial,Full time,TI General,No especificado,True,False,153
"técnico informático en programación, análisis, desarrollo y administración de sistemas (santiago)",mam pro,Presencial,Full time,TI General,No especificado,True,False,153
técnico informático en trazabilidad y sistemas - viajes,unitec,Presencial,Full time,TI General,No especificado,True,False,153
técnico informático y de soporte - inicio y crecimiento,imssolution,Presencial,Full time,Otros,No especificado,True,False,153
técnico informático: desarrolla soluciones de sistemas,mam pro,Presencial,Full time,TI General,No especificado,True,False,151
técnico informático: desarrollo de sistemas e innovación,mam pro,Presencial,Full time,TI General,No especificado,True,False,153
técnico instalaciones concepción,"atom, concepción",Presencial,Full time,Otros,No especificado,False,False,78
técnico instalador - la serena,prosegur,Presencial,Full time,Otros,No especificado,False,False,117
técnico instalador de sistemas de seguridad,empresa destacada,Presencial,Full time,TI General,No especificado,True,False,32
técnico instalador en minería,alcansa,Presencial,Otro,Otros,No especificado,False,False,114
técnico jurídico - procurador,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,33
técnico logístico,técnico logístico,Presencial,Full time,Otros,No especificado,False,False,79
técnico mantenimiento mall eu la dehesa,soluciones sim spa,Presencial,Full time,Otros,No especificado,False,False,145
"técnico mecánico equipos alto tonelaje, copiapó",team work recursos humanos ltda.,Presencial,Otro,Otros,No especificado,False,False,252
técnico mecánico – bombas centrífugas,técnico mecánico – bombas centrífugas,Presencial,Full time,Otros,No especificado,False,False,110
técnico medio o superior en administración/contabilidad - maipú,veterquimica,Presencial,Full time,Otros,No especificado,False,False,153
técnico multiservicio - soporte en informática y conectividad (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico regional de informática: soporte y gestión,corfo,Presencial,Full time,Otros,No especificado,True,False,147
técnico soporte informático (sector enea pudahuel) enea pudahuel,confidencial,Presencial,Full time,Otros,No especificado,True,False,153
técnico soporte informático (sector enea pudahuel),técnico soporte informático (sector enea pudahuel),Presencial,Full time,Otros,No especificado,True,False,132
técnico soporte informático (valparaíso),confidencial,Presencial,Full time,Otros,No especificado,True,False,143
técnico soporte informático - viña del mar,confidencial,Presencial,Full time,Otros,No especificado,True,False,147
técnico soporte informático en terreno – vii región (talca),slp soluciones informáticas spa,Presencial,Full time,Otros,No especificado,True,False,153
técnico soporte informático terreno antofagasta,coasin,Presencial,Full time,Otros,No especificado,True,False,141
técnico soporte informático terreno antofagasta,coasin logicalis,Presencial,Full time,Otros,No especificado,True,False,151
técnico soporte informático terreno antofagasta,técnico soporte informático terreno antofagasta,Presencial,Full time,Otros,No especificado,True,False,153
técnico soporte informático titulado,técnico soporte informático titulado,Presencial,Full time,TI General,No especificado,True,False,131
técnico soporte informático en terreno en…,"multinacional de servicios ti, antofagasta",Presencial,Full time,Otros,No especificado,True,False,101
técnico soporte informático en terreno – región metropolitana rm,slp soluciones informáticas spa,Presencial,Full time,Otros,No especificado,True,False,153
técnico soporte informático en terreno – vi región (rancagua),slp soluciones informáticas spa,Presencial,Full time,Otros,No especificado,True,False,153
técnico soporte informático en terreno – x región (puerto montt),slp soluciones informáticas spa,Presencial,Full time,Otros,No especificado,True,False,153
"técnico soporte informático trabajo en la serena, coquimbo","técnico soporte informático trabajo en la serena, coquimbo",Presencial,Full time,Otros,No especificado,True,False,153
técnico soporte informático,act s.a.,Presencial,Full time,Otros,No especificado,True,False,97
técnico soporte informático,técnico soporte informático,Presencial,Full time,Otros,No especificado,True,False,119
técnico soporte ti,"empresa de logística y.., santiago",Presencial,Full time,TI General,No especificado,True,False,100
técnico superior electrónica/informática — 7x7 antofagasta,act,Presencial,Full time,Otros,No especificado,True,False,153
técnico veterinario - concepción,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,34
técnico control de calidad san bernardo,técnico control de calidad san bernardo,Presencial,Full time,QA / Testing,No especificado,False,False,153
"técnico de bicicletas: servicio, venta y experiencia deportiva",decathlon chile,Presencial,Full time,Data / BI,No especificado,False,False,153
"técnico de informática – soporte, redes y web en salud",corfo,Presencial,Full time,Salud,No especificado,True,False,153
técnico de instalación y mantenimiento publicitario,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,36
técnico de mantenimiento informático,técnico de mantenimiento informático,Presencial,Full time,Otros,No especificado,True,False,153
técnico de mantenimiento rx,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,36
técnico de mantenimiento y reparación de equipos,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,36
técnico de mantenimiento y servicios integrales,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,36
técnico de operación y mantenimiento,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,36
técnico de producción,empresa destacada,Presencial,Full time,Otros,No especificado,False,False,33
técnico de seguridad y medio ambiente lampa,empresa destacada,Presencial,Full time,Otros,No especificado,True,False,32
técnico de soporte informático (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,132
técnico de soporte informático - calama,gst soluciones,Presencial,Full time,Otros,No especificado,True,False,123
técnico de soporte informático itinerante,stefanini latam,Presencial,Full time,Otros,No especificado,True,False,132
técnico de soporte informático nivel 1 - presencial/remoto,corporación educacional arturo prat,Remoto,Full time,Otros,No especificado,True,True,153
técnico de soporte informático on-site con vehículo,stefanini latam,Presencial,Full time,Otros,No especificado,True,False,152
técnico de soporte informático on-site(arica) (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático on-site(calama) (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático on-site(chillan) (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático on-site(combarbala) (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático on-site(curico) (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático on-site(punta (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático on-site(punta arenas) (cópia),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático on-site(victoria) (santiago),stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático presencial con desplazamientos,stefanini latam,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático con vehículo propio,stefanini latam,Presencial,Full time,Otros,No especificado,True,False,150
técnico de soporte informático en terreno | celular,slp soluciones informáticas spa,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático en terreno – puerto montt,slp soluciones informáticas,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático en terreno – puerto montt,slp soluciones informáticas spa,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático en terreno – rm,slp soluciones informáticas spa,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático en terreno – soluciones en campo,slp soluciones informáticas,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático en terreno – viña del mar,confidencial,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático en tiendas,falabella,Presencial,Full time,TI General,No especificado,True,False,126
técnico de soporte informático – antofagasta presencial,coasin,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático – presencial/remoto ti corporativa,wood,Remoto,Full time,TI General,No especificado,True,True,153
técnico de soporte informático – retail (pudahuel),confidencial,Presencial,Full time,Otros,No especificado,True,False,147
técnico de soporte informático — presencial (conchalí),avos tech | chile,Presencial,Full time,Otros,No especificado,True,False,153
"técnico de soporte informático — presencial/remoto, ms 365",wood,Remoto,Full time,Otros,No especificado,True,True,153
"técnico de soporte informático — redes, servidores y erp",liebherr chile spa .,Presencial,Full time,Otros,No especificado,True,False,153
técnico de soporte informático/junior/ san antonio,enjoy,Presencial,Full time,Otros,Junior,True,False,147
técnico de soporte ti (en terreno) – la serena,multinacional de servicios en ti,Presencial,Full time,TI General,No especificado,True,False,153
técnico de soporte ti en terreno – la serena (proyecto),importante empresa del sector,Presencial,Full time,TI General,No especificado,True,False,153
técnico de soporte terreno/ part time,no especificada,Presencial,Part time,TI General,No especificado,True,False,24
técnico de soporte,técnico de soporte,Remoto,Full time,Otros,No especificado,True,True,125
técnico de laboratorio,the coca-cola company,Presencial,Full time,Otros,No especificado,False,False,203
técnico en administración (concepción),fundacion educacional colegio inmaculada concepcion de concepcion,Presencial,Full time,Otros,No especificado,False,False,153
